unit	geo	time	obs_value	obs_decimals	obs_status
EUR_HAB_EU27_2020	DE80	2000	90		
EUR_HAB_EU27_2020	DE80	2001	88		
EUR_HAB_EU27_2020	DE80	2002	87		
EUR_HAB_EU27_2020	DE80	2003	86		
EUR_HAB_EU27_2020	DE80	2004	84		
EUR_HAB_EU27_2020	DE80	2005	82		
EUR_HAB_EU27_2020	DE80	2006	81		
EUR_HAB_EU27_2020	DE80	2007	81		
EUR_HAB_EU27_2020	DE80	2008	81		
EUR_HAB_EU27_2020	DE80	2009	86		
EUR_HAB_EU27_2020	DE80	2010	86		
EUR_HAB_EU27_2020	DE80	2011	88		
EUR_HAB_EU27_2020	DE80	2012	88		
EUR_HAB_EU27_2020	DE80	2013	91		
EUR_HAB_EU27_2020	DE80	2014	93		
EUR_HAB_EU27_2020	DE80	2015	91		e
EUR_HAB_EU27_2020	DE80	2016	91		e
EUR_HAB_EU27_2020	DE80	2017	93		e
EUR_HAB_EU27_2020	DE80	2018	92		e
EUR_HAB_EU27_2020	DE80	2019	93		e
EUR_HAB	DE80	2000	16500		
EUR_HAB	DE80	2001	16900		
EUR_HAB	DE80	2002	17200		
EUR_HAB	DE80	2003	17500		
EUR_HAB	DE80	2004	17800		
EUR_HAB	DE80	2005	18000		
EUR_HAB	DE80	2006	18700		
EUR_HAB	DE80	2007	19900		
EUR_HAB	DE80	2008	20600		
EUR_HAB	DE80	2009	20600		
EUR_HAB	DE80	2010	21400		
EUR_HAB	DE80	2011	22400		
EUR_HAB	DE80	2012	22700		
EUR_HAB	DE80	2013	23500		
EUR_HAB	DE80	2014	24700		
EUR_HAB	DE80	2015	25000		e
EUR_HAB	DE80	2016	25500		e
EUR_HAB	DE80	2017	27300		e
EUR_HAB	DE80	2018	27800		e
EUR_HAB	DE80	2019	29000		e
MIO_PPS_EU27_2020	DE80	2000	25762.75	2	
MIO_PPS_EU27_2020	DE80	2001	26425.18	2	
MIO_PPS_EU27_2020	DE80	2002	26817.9	1	
MIO_PPS_EU27_2020	DE80	2003	27553.41	2	
MIO_PPS_EU27_2020	DE80	2004	28418.13	2	
MIO_PPS_EU27_2020	DE80	2005	28578.08	2	
MIO_PPS_EU27_2020	DE80	2006	29490.83	2	
MIO_PPS_EU27_2020	DE80	2007	31169.2	1	
MIO_PPS_EU27_2020	DE80	2008	32038.79	2	
MIO_PPS_EU27_2020	DE80	2009	31261.12	2	
MIO_PPS_EU27_2020	DE80	2010	32576.89	2	
MIO_PPS_EU27_2020	DE80	2011	34173.72	2	
MIO_PPS_EU27_2020	DE80	2012	34176.29	2	
MIO_PPS_EU27_2020	DE80	2013	35035.12	2	
MIO_PPS_EU27_2020	DE80	2014	36719.4	1	
MIO_PPS_EU27_2020	DE80	2015	37114.69	2	e
MIO_PPS_EU27_2020	DE80	2016	37895.96	2	e
MIO_PPS_EU27_2020	DE80	2017	40610.72	2	e
MIO_PPS_EU27_2020	DE80	2018	41263.84	2	e
MIO_PPS_EU27_2020	DE80	2019	42243.5	1	e
PPS_EU27_2020_HAB	DE80	2000	14600		
PPS_EU27_2020_HAB	DE80	2001	15100		
PPS_EU27_2020_HAB	DE80	2002	15400		
PPS_EU27_2020_HAB	DE80	2003	16000		
PPS_EU27_2020_HAB	DE80	2004	16600		
PPS_EU27_2020_HAB	DE80	2005	16900		
PPS_EU27_2020_HAB	DE80	2006	17600		
PPS_EU27_2020_HAB	DE80	2007	18700		
PPS_EU27_2020_HAB	DE80	2008	19400		
PPS_EU27_2020_HAB	DE80	2009	19200		
PPS_EU27_2020_HAB	DE80	2010	20100		
PPS_EU27_2020_HAB	DE80	2011	21200		
PPS_EU27_2020_HAB	DE80	2012	21300		
PPS_EU27_2020_HAB	DE80	2013	21900		
PPS_EU27_2020_HAB	DE80	2014	23000		
PPS_EU27_2020_HAB	DE80	2015	23100		e
PPS_EU27_2020_HAB	DE80	2016	23500		e
PPS_EU27_2020_HAB	DE80	2017	25200		e
PPS_EU27_2020_HAB	DE80	2018	25600		e
PPS_EU27_2020_HAB	DE80	2019	26300		e
PPS_HAB_EU27_2020	DE80	2000	79		
PPS_HAB_EU27_2020	DE80	2001	78		
PPS_HAB_EU27_2020	DE80	2002	78		
PPS_HAB_EU27_2020	DE80	2003	79		
PPS_HAB_EU27_2020	DE80	2004	79		
PPS_HAB_EU27_2020	DE80	2005	77		
PPS_HAB_EU27_2020	DE80	2006	76		
PPS_HAB_EU27_2020	DE80	2007	76		
PPS_HAB_EU27_2020	DE80	2008	77		
PPS_HAB_EU27_2020	DE80	2009	80		
PPS_HAB_EU27_2020	DE80	2010	81		
PPS_HAB_EU27_2020	DE80	2011	83		
PPS_HAB_EU27_2020	DE80	2012	83		
PPS_HAB_EU27_2020	DE80	2013	84		
PPS_HAB_EU27_2020	DE80	2014	87		
PPS_HAB_EU27_2020	DE80	2015	84		e
PPS_HAB_EU27_2020	DE80	2016	84		e
PPS_HAB_EU27_2020	DE80	2017	86		e
PPS_HAB_EU27_2020	DE80	2018	85		e
PPS_HAB_EU27_2020	DE80	2019	84		e
MIO_EUR	DE9	2000	183712.29	2	
MIO_EUR	DE9	2001	187133.23	2	
MIO_EUR	DE9	2002	186124.05	2	
MIO_EUR	DE9	2003	187462.34	2	
EUR_HAB_EU27_2020	DEA5	2004	113		
EUR_HAB_EU27_2020	DEA5	2005	112		
EUR_HAB_EU27_2020	DEA5	2006	110		
EUR_HAB_EU27_2020	DEA5	2007	110		
EUR_HAB_EU27_2020	DEA5	2008	111		
EUR_HAB_EU27_2020	DEA5	2009	111		
EUR_HAB_EU27_2020	DEA5	2010	113		
EUR_HAB_EU27_2020	DEA5	2011	115		
EUR_HAB_EU27_2020	DEA5	2012	116		
EUR_HAB_EU27_2020	DEA5	2013	117		
EUR_HAB_EU27_2020	DEA5	2014	119		
EUR_HAB_EU27_2020	DEA5	2015	117		e
EUR_HAB_EU27_2020	DEA5	2016	116		e
EUR_HAB_EU27_2020	DEA5	2017	116		e
EUR_HAB_EU27_2020	DEA5	2018	116		e
EUR_HAB_EU27_2020	DEA5	2019	115		e
EUR_HAB	DEA5	2000	22600		
EUR_HAB	DEA5	2001	22800		
EUR_HAB	DEA5	2002	23000		
EUR_HAB	DEA5	2003	23300		
EUR_HAB	DEA5	2004	24000		
EUR_HAB	DEA5	2005	24600		
EUR_HAB	DEA5	2006	25500		
EUR_HAB	DEA5	2007	27000		
EUR_HAB	DEA5	2008	27900		
EUR_HAB	DEA5	2009	26700		
EUR_HAB	DEA5	2010	28100		
EUR_HAB	DEA5	2011	29500		
EUR_HAB	DEA5	2012	29900		
EUR_HAB	DEA5	2013	30400		
EUR_HAB	DEA5	2014	31600		
EUR_HAB	DEA5	2015	32100		e
EUR_HAB	DEA5	2016	32700		e
EUR_HAB	DEA5	2017	33800		e
EUR_HAB	DEA5	2018	35000		e
EUR_HAB	DEA5	2019	35700		e
MIO_PPS_EU27_2020	DEA5	2000	75000.65	2	
MIO_PPS_EU27_2020	DEA5	2001	76329.3	1	
MIO_PPS_EU27_2020	DEA5	2002	77654.21	2	
MIO_PPS_EU27_2020	DEA5	2003	80039.37	2	
MIO_PPS_EU27_2020	DEA5	2004	83649.69	2	
MIO_PPS_EU27_2020	DEA5	2005	85763.08	2	
MIO_PPS_EU27_2020	DEA5	2006	88430.62	2	
MIO_PPS_EU27_2020	DEA5	2007	93302.36	2	
MIO_PPS_EU27_2020	DEA5	2008	96235.86	2	
MIO_PPS_EU27_2020	DEA5	2009	90026.81	2	
MIO_PPS_EU27_2020	DEA5	2010	94827.37	2	
MIO_PPS_EU27_2020	DEA5	2011	99680.64	2	
MIO_PPS_EU27_2020	DEA5	2012	99846.77	2	
MIO_PPS_EU27_2020	DEA5	2013	100509.94	2	
MIO_PPS_EU27_2020	DEA5	2014	104677.55	2	
MIO_PPS_EU27_2020	DEA5	2015	106198.63	2	e
MIO_PPS_EU27_2020	DEA5	2016	108357.55	2	e
MIO_PPS_EU27_2020	DEA5	2017	111820.95	2	e
MIO_PPS_EU27_2020	DEA5	2018	115350.42	2	e
MIO_PPS_EU27_2020	DEA5	2019	115711.16	2	e
PPS_EU27_2020_HAB	DEA5	2000	19900		
PPS_EU27_2020_HAB	DEA5	2001	20300		
PPS_EU27_2020_HAB	DEA5	2002	20700		
PPS_EU27_2020_HAB	DEA5	2003	21400		
PPS_EU27_2020_HAB	DEA5	2004	22400		
PPS_EU27_2020_HAB	DEA5	2005	23100		
PPS_EU27_2020_HAB	DEA5	2006	24000		
PPS_EU27_2020_HAB	DEA5	2007	25400		
PPS_EU27_2020_HAB	DEA5	2008	26400		
PPS_EU27_2020_HAB	DEA5	2009	24900		
PPS_EU27_2020_HAB	DEA5	2010	26400		
PPS_EU27_2020_HAB	DEA5	2011	27900		
PPS_EU27_2020_HAB	DEA5	2012	28000		
PPS_EU27_2020_HAB	DEA5	2013	28300		
PPS_EU27_2020_HAB	DEA5	2014	29400		
PPS_EU27_2020_HAB	DEA5	2015	29700		e
PPS_EU27_2020_HAB	DEA5	2016	30200		e
PPS_EU27_2020_HAB	DEA5	2017	31200		e
PPS_EU27_2020_HAB	DEA5	2018	32200		e
PPS_EU27_2020_HAB	DEA5	2019	32300		e
PPS_HAB_EU27_2020	DEA5	2000	108		
PPS_HAB_EU27_2020	DEA5	2001	106		
PPS_HAB_EU27_2020	DEA5	2002	104		
PPS_HAB_EU27_2020	DEA5	2003	105		
PPS_HAB_EU27_2020	DEA5	2004	106		
PPS_HAB_EU27_2020	DEA5	2005	105		
PPS_HAB_EU27_2020	DEA5	2006	103		
PPS_HAB_EU27_2020	DEA5	2007	104		
PPS_HAB_EU27_2020	DEA5	2008	105		
PPS_HAB_EU27_2020	DEA5	2009	103		
PPS_HAB_EU27_2020	DEA5	2010	106		
PPS_HAB_EU27_2020	DEA5	2011	109		
PPS_HAB_EU27_2020	DEA5	2012	109		
PPS_HAB_EU27_2020	DEA5	2013	109		
PPS_HAB_EU27_2020	DEA5	2014	111		
PPS_HAB_EU27_2020	DEA5	2015	108		e
PPS_HAB_EU27_2020	DEA5	2016	107		e
PPS_HAB_EU27_2020	DEA5	2017	107		e
PPS_HAB_EU27_2020	DEA5	2018	106		e
PPS_HAB_EU27_2020	DEA5	2019	104		e
MIO_EUR	DEB	2000	93617.4	1	
MIO_EUR	DEB	2001	93851.05	2	
MIO_EUR	DEB	2002	95725.12	2	
MIO_EUR	DEB	2003	96358.08	2	
MIO_EUR	DEB	2004	99310.38	2	
MIO_EUR	DEB	2005	99565.67	2	
MIO_EUR	DEB	2006	103467.47	2	
MIO_EUR	DEB	2007	107936.3	1	
MIO_EUR	DEB	2008	109463.97	2	
MIO_EUR	DEB	2009	106162.89	2	
MIO_EUR	DEB	2010	112474.6	1	
MIO_EUR	DEB	2011	117322.67	2	
MIO_EUR	DEB	2012	120490.07	2	
MIO_EUR	DEB	2013	123016.14	2	
MIO_EUR	DEB	2014	127527.7	1	
MIO_EUR	DEB	2015	133006.99	2	e
MIO_EUR	DEB	2016	136422.51	2	e
MIO_EUR	DEB	2017	140251.2	1	e
MIO_EUR	DEB	2018	143786.82	2	e
MIO_EUR	DEB	2019	145329.39	2	e
MIO_NAC	DEB	2000	93617.4	1	
MIO_NAC	DEB	2001	93851.05	2	
MIO_NAC	DEB	2002	95725.12	2	
MIO_NAC	DEB	2003	96358.08	2	
MIO_NAC	DEB	2004	99310.38	2	
MIO_NAC	DEB	2005	99565.67	2	
MIO_NAC	DEB	2006	103467.47	2	
MIO_NAC	DEB	2007	107936.3	1	
MIO_NAC	DEB	2008	109463.97	2	
MIO_NAC	DEB	2009	106162.89	2	
MIO_NAC	DEB	2010	112474.6	1	
MIO_NAC	DEB	2011	117322.67	2	
MIO_NAC	DEB	2012	120490.07	2	
MIO_NAC	DEB	2013	123016.14	2	
MIO_NAC	DEB	2014	127527.7	1	
MIO_NAC	DEB	2015	133006.99	2	e
MIO_NAC	DEB	2016	136422.51	2	e
MIO_NAC	DEB	2017	140251.2	1	e
MIO_NAC	DEB	2018	143786.82	2	e
MIO_NAC	DEB	2019	145329.39	2	e
EUR_HAB_EU27_2020	DEB	2000	126		
EUR_HAB_EU27_2020	DEB	2001	121		
EUR_HAB_EU27_2020	DEB	2002	119		
EUR_HAB_EU27_2020	DEB	2003	117		
EUR_HAB_EU27_2020	DEB	2004	116		
EUR_HAB_EU27_2020	DEB	2005	112		
EUR_HAB_EU27_2020	DEB	2006	110		
EUR_HAB_EU27_2020	DEB	2007	109		
EUR_HAB_EU27_2020	DEB	2008	108		
EUR_HAB_EU27_2020	DEB	2009	110		
EUR_HAB_EU27_2020	DEB	2010	113		
EUR_HAB_EU27_2020	DEB	2011	115		
EUR_HAB_EU27_2020	DEB	2012	117		
EUR_HAB_EU27_2020	DEB	2013	119		
EUR_HAB_EU27_2020	DEB	2014	120		
EUR_HAB_EU27_2020	DEB	2015	120		e
EUR_HAB_EU27_2020	DEB	2016	119		e
EUR_HAB_EU27_2020	DEB	2017	118		e
EUR_HAB_EU27_2020	DEB	2018	117		e
EUR_HAB_EU27_2020	DEB	2019	114		e
EUR_HAB	DEB	2000	23200		
EUR_HAB	DEB	2001	23300		
EUR_HAB	DEB	2002	23600		
EUR_HAB	DEB	2003	23800		
EUR_HAB	DEB	2004	24500		
EUR_HAB	DEB	2005	24600		
EUR_HAB	DEB	2006	25600		
EUR_HAB	DEB	2007	26700		
EUR_HAB	DEB	2008	27200		
EUR_HAB	DEB	2009	26500		
EUR_HAB	DEB	2010	28100		
EUR_HAB	DEB	2011	29400		
EUR_HAB	DEB	2012	30200		
EUR_HAB	DEB	2013	30800		
EUR_HAB	DEB	2014	31900		
EUR_HAB	DEB	2015	33000		e
EUR_HAB	DEB	2016	33600		e
EUR_HAB	DEB	2017	34500		e
EUR_HAB	DEB	2018	35200		e
EUR_HAB	DEB	2019	35500		e
MIO_PPS_EU27_2020	DEB	2000	82446.69	2	
MIO_PPS_EU27_2020	DEB	2001	83541.97	2	
MIO_PPS_EU27_2020	DEB	2002	85910.68	2	
MIO_PPS_EU27_2020	DEB	2003	88294.98	2	
MIO_PPS_EU27_2020	DEB	2004	92718.99	2	
MIO_PPS_EU27_2020	DEB	2005	93423.1	1	
MIO_PPS_EU27_2020	DEB	2006	97028.65	2	
MIO_PPS_EU27_2020	DEB	2007	101778.68	2	
MIO_PPS_EU27_2020	DEB	2008	103525.74	2	
MIO_PPS_EU27_2020	DEB	2009	98823.29	2	
MIO_PPS_EU27_2020	DEB	2010	105741.01	2	
MIO_PPS_EU27_2020	DEB	2011	110878.42	2	
MIO_PPS_EU27_2020	DEB	2012	113065.09	2	
MIO_PPS_EU27_2020	DEB	2013	114542.3	1	
MIO_PPS_EU27_2020	DEB	2014	118831.6	1	
MIO_PPS_EU27_2020	DEB	2015	122879.28	2	e
MIO_PPS_EU27_2020	DEB	2016	125867.28	2	e
MIO_PPS_EU27_2020	DEB	2017	129313.84	2	e
MIO_PPS_EU27_2020	DEB	2018	132332.15	2	e
MIO_PPS_EU27_2020	DEB	2019	131429.41	2	e
PPS_EU27_2020_HAB	DEB	2000	20500		
PPS_EU27_2020_HAB	DEB	2001	20700		
PPS_EU27_2020_HAB	DEB	2002	21200		
PPS_EU27_2020_HAB	DEB	2003	21800		
PPS_EU27_2020_HAB	DEB	2004	22900		
PPS_EU27_2020_HAB	DEB	2005	23100		
PPS_EU27_2020_HAB	DEB	2006	24000		
PPS_EU27_2020_HAB	DEB	2007	25200		
PPS_EU27_2020_HAB	DEB	2008	25700		
PPS_EU27_2020_HAB	DEB	2009	24600		
PPS_EU27_2020_HAB	DEB	2010	26400		
PPS_EU27_2020_HAB	DEB	2011	27800		
PPS_EU27_2020_HAB	DEB	2012	28300		
PPS_EU27_2020_HAB	DEB	2013	28700		
PPS_EU27_2020_HAB	DEB	2014	29700		
PPS_EU27_2020_HAB	DEB	2015	30500		e
PPS_EU27_2020_HAB	DEB	2016	31000		e
PPS_EU27_2020_HAB	DEB	2017	31800		e
PPS_EU27_2020_HAB	DEB	2018	32400		e
PPS_EU27_2020_HAB	DEB	2019	32100		e
PPS_HAB_EU27_2020	DEB	2000	111		
PPS_HAB_EU27_2020	DEB	2001	108		
PPS_HAB_EU27_2020	DEB	2002	107		
PPS_HAB_EU27_2020	DEB	2003	107		
PPS_HAB_EU27_2020	DEB	2004	108		
PPS_HAB_EU27_2020	DEB	2005	105		
PPS_HAB_EU27_2020	DEB	2006	103		
PPS_HAB_EU27_2020	DEB	2007	103		
PPS_HAB_EU27_2020	DEB	2008	102		
PPS_HAB_EU27_2020	DEB	2009	102		
PPS_HAB_EU27_2020	DEB	2010	106		
PPS_HAB_EU27_2020	DEB	2011	108		
PPS_HAB_EU27_2020	DEB	2012	110		
PPS_HAB_EU27_2020	DEB	2013	110		
PPS_HAB_EU27_2020	DEB	2014	112		
PPS_HAB_EU27_2020	DEB	2015	111		e
PPS_HAB_EU27_2020	DEB	2016	110		e
PPS_HAB_EU27_2020	DEB	2017	109		e
PPS_HAB_EU27_2020	DEB	2018	107		e
PPS_HAB_EU27_2020	DEB	2019	103		e
MIO_EUR	DEB1	2000	33225.01	2	
MIO_EUR	DEB1	2001	33289.74	2	
MIO_EUR	DEB1	2002	34097.15	2	
MIO_EUR	DEB1	2003	34322.16	2	
MIO_EUR	DEB1	2004	35281.88	2	
MIO_EUR	DEB1	2005	35497.92	2	
MIO_EUR	DEB1	2006	36839.19	2	
MIO_EUR	DEB1	2007	38008.69	2	
MIO_EUR	DEB1	2008	38503.65	2	
MIO_EUR	DEB1	2009	37144.75	2	
MIO_EUR	DEB1	2010	38776.33	2	
MIO_EUR	DEB1	2011	40457.75	2	
MIO_EUR	DEB1	2012	41267.31	2	
MIO_EUR	DEB1	2013	42237.16	2	
MIO_EUR	DEB1	2014	44215.3	1	
MIO_EUR	DEB1	2015	45660.09	2	e
MIO_EUR	DEB1	2016	46677.21	2	e
MIO_EUR	DEB1	2017	48789.19	2	e
MIO_EUR	DEB1	2018	50296.89	2	e
MIO_EUR	DEB1	2019	51080.43	2	e
MIO_NAC	DEB1	2000	33225.01	2	
MIO_NAC	DEB1	2001	33289.74	2	
MIO_NAC	DEB1	2002	34097.15	2	
MIO_NAC	DEB1	2003	34322.16	2	
MIO_NAC	DEB1	2004	35281.88	2	
MIO_NAC	DEB1	2005	35497.92	2	
MIO_NAC	DEB1	2006	36839.19	2	
MIO_NAC	DEB1	2007	38008.69	2	
MIO_NAC	DEB1	2008	38503.65	2	
MIO_NAC	DEB1	2009	37144.75	2	
MIO_NAC	DEB1	2010	38776.33	2	
MIO_NAC	DEB1	2011	40457.75	2	
MIO_NAC	DEB1	2012	41267.31	2	
MIO_NAC	DEB1	2013	42237.16	2	
MIO_NAC	DEB1	2014	44215.3	1	
MIO_NAC	DEB1	2015	45660.09	2	e
MIO_NAC	DEB1	2016	46677.21	2	e
MIO_NAC	DEB1	2017	48789.19	2	e
MIO_NAC	DEB1	2018	50296.89	2	e
MIO_NAC	DEB1	2019	51080.43	2	e
EUR_HAB_EU27_2020	DEB1	2000	119		
EUR_HAB_EU27_2020	DEB1	2001	114		
EUR_HAB_EU27_2020	DEB1	2002	112		
EUR_HAB_EU27_2020	DEB1	2003	110		
EUR_HAB_EU27_2020	DEB1	2004	109		
EUR_HAB_EU27_2020	DEB1	2005	106		
EUR_HAB_EU27_2020	DEB1	2006	104		
EUR_HAB_EU27_2020	DEB1	2007	102		
EUR_HAB_EU27_2020	DEB1	2008	101		
EUR_HAB_EU27_2020	DEB1	2009	103		
EUR_HAB_EU27_2020	DEB1	2010	105		
EUR_HAB_EU27_2020	DEB1	2011	106		
EUR_HAB_EU27_2020	DEB1	2012	108		
EUR_HAB_EU27_2020	DEB1	2013	110		
EUR_HAB_EU27_2020	DEB1	2014	113		
EUR_HAB_EU27_2020	DEB1	2015	112		e
EUR_HAB_EU27_2020	DEB1	2016	111		e
EUR_HAB_EU27_2020	DEB1	2017	112		e
EUR_HAB_EU27_2020	DEB1	2018	111		e
EUR_HAB_EU27_2020	DEB1	2019	109		e
EUR_HAB	DEB1	2000	21900		
EUR_HAB	DEB1	2001	21900		
EUR_HAB	DEB1	2002	22300		
EUR_HAB	DEB1	2003	22400		
EUR_HAB	DEB1	2004	23100		
EUR_HAB	DEB1	2005	23300		
EUR_HAB	DEB1	2006	24200		
EUR_HAB	DEB1	2007	25100		
EUR_HAB	DEB1	2008	25600		
EUR_HAB	DEB1	2009	24800		
EUR_HAB	DEB1	2010	26000		
EUR_HAB	DEB1	2011	27300		
EUR_HAB	DEB1	2012	27900		
EUR_HAB	DEB1	2013	28600		
EUR_HAB	DEB1	2014	30000		
EUR_HAB	DEB1	2015	30800		e
EUR_HAB	DEB1	2016	31300		e
EUR_HAB	DEB1	2017	32700		e
EUR_HAB	DEB1	2018	33700		e
EUR_HAB	DEB1	2019	34100		e
MIO_PPS_EU27_2020	DEB1	2000	29260.5	1	
MIO_PPS_EU27_2020	DEB1	2001	29633.03	2	
MIO_PPS_EU27_2020	DEB1	2002	30601.27	2	
MIO_PPS_EU27_2020	DEB1	2003	31450.13	2	
MIO_PPS_EU27_2020	DEB1	2004	32940.16	2	
MIO_PPS_EU27_2020	DEB1	2005	33307.92	2	
MIO_PPS_EU27_2020	DEB1	2006	34546.68	2	
MIO_PPS_EU27_2020	DEB1	2007	35840.35	2	
MIO_PPS_EU27_2020	DEB1	2008	36414.89	2	
MIO_PPS_EU27_2020	DEB1	2009	34576.74	2	
MIO_PPS_EU27_2020	DEB1	2010	36454.89	2	
MIO_PPS_EU27_2020	DEB1	2011	38235.51	2	
MIO_PPS_EU27_2020	DEB1	2012	38724.29	2	
MIO_PPS_EU27_2020	DEB1	2013	39327.69	2	
MIO_PPS_EU27_2020	DEB1	2014	41200.26	2	
MIO_PPS_EU27_2020	DEB1	2015	42183.34	2	e
MIO_PPS_EU27_2020	DEB1	2016	43065.72	2	e
MIO_PPS_EU27_2020	DEB1	2017	44984.4	1	e
MIO_PPS_EU27_2020	DEB1	2018	46290.03	2	e
MIO_PPS_EU27_2020	DEB1	2019	46194.86	2	e
PPS_EU27_2020_HAB	DEB1	2000	19300		
PPS_EU27_2020_HAB	DEB1	2001	19500		
PPS_EU27_2020_HAB	DEB1	2002	20000		
PPS_EU27_2020_HAB	DEB1	2003	20600		
PPS_EU27_2020_HAB	DEB1	2004	21500		
PPS_EU27_2020_HAB	DEB1	2005	21800		
PPS_EU27_2020_HAB	DEB1	2006	22700		
PPS_EU27_2020_HAB	DEB1	2007	23700		
PPS_EU27_2020_HAB	DEB1	2008	24200		
PPS_EU27_2020_HAB	DEB1	2009	23100		
PPS_EU27_2020_HAB	DEB1	2010	24500		
PPS_EU27_2020_HAB	DEB1	2011	25800		
PPS_EU27_2020_HAB	DEB1	2012	26200		
PPS_EU27_2020_HAB	DEB1	2013	26700		
PPS_EU27_2020_HAB	DEB1	2014	27900		
PPS_EU27_2020_HAB	DEB1	2015	28400		e
PPS_EU27_2020_HAB	DEB1	2016	28900		e
PPS_EU27_2020_HAB	DEB1	2017	30100		e
PPS_EU27_2020_HAB	DEB1	2018	31000		e
PPS_EU27_2020_HAB	DEB1	2019	30900		e
PPS_HAB_EU27_2020	DEB1	2000	105		
PPS_HAB_EU27_2020	DEB1	2001	101		
PPS_HAB_EU27_2020	DEB1	2002	101		
PPS_HAB_EU27_2020	DEB1	2003	101		
PPS_HAB_EU27_2020	DEB1	2004	102		
PPS_HAB_EU27_2020	DEB1	2005	99		
PPS_HAB_EU27_2020	DEB1	2006	98		
PPS_HAB_EU27_2020	DEB1	2007	96		
PPS_HAB_EU27_2020	DEB1	2008	96		
PPS_HAB_EU27_2020	DEB1	2009	96		
PPS_HAB_EU27_2020	DEB1	2010	98		
PPS_HAB_EU27_2020	DEB1	2011	101		
PPS_HAB_EU27_2020	DEB1	2012	102		
PPS_HAB_EU27_2020	DEB1	2013	103		
PPS_HAB_EU27_2020	DEB1	2014	105		
PPS_HAB_EU27_2020	DEB1	2015	104		e
PPS_HAB_EU27_2020	DEB1	2016	103		e
PPS_HAB_EU27_2020	DEB1	2017	103		e
PPS_HAB_EU27_2020	DEB1	2018	102		e
PPS_HAB_EU27_2020	DEB1	2019	99		e
MIO_EUR	DEB2	2000	10259.93	2	
MIO_EUR	DEB2	2001	10393.22	2	
MIO_EUR	DEB2	2002	10722.34	2	
MIO_EUR	DEB2	2003	11006.96	2	
MIO_EUR	DEB2	2004	11310.61	2	
MIO_EUR	DEB2	2005	11318.68	2	
MIO_EUR	DEB2	2006	11634.45	2	
MIO_EUR	DEB2	2007	12124.11	2	
MIO_EUR	DEB2	2008	12433.52	2	
MIO_EUR	DEB2	2009	12062.59	2	
MIO_EUR	DEB2	2010	12622.91	2	
MIO_EUR	DEB2	2011	13344.39	2	
MIO_EUR	DEB2	2012	13572.83	2	
MIO_EUR	DEB2	2013	14059.36	2	
MIO_EUR	DEB2	2014	14459.04	2	
MIO_EUR	DEB2	2015	14990.07	2	e
MIO_EUR	DEB2	2016	15551.44	2	e
MIO_EUR	DEB2	2017	15800.08	2	e
MIO_EUR	DEB2	2018	16239.5	1	e
MIO_EUR	DEB2	2019	16493.87	2	e
MIO_NAC	DEB2	2000	10259.93	2	
MIO_NAC	DEB2	2001	10393.22	2	
MIO_NAC	DEB2	2002	10722.34	2	
MIO_NAC	DEB2	2003	11006.96	2	
MIO_NAC	DEB2	2004	11310.61	2	
MIO_NAC	DEB2	2005	11318.68	2	
MIO_NAC	DEB2	2006	11634.45	2	
MIO_NAC	DEB2	2007	12124.11	2	
MIO_NAC	DEB2	2008	12433.52	2	
MIO_NAC	DEB2	2009	12062.59	2	
MIO_NAC	DEB2	2010	12622.91	2	
MIO_NAC	DEB2	2011	13344.39	2	
MIO_NAC	DEB2	2012	13572.83	2	
MIO_NAC	DEB2	2013	14059.36	2	
MIO_NAC	DEB2	2014	14459.04	2	
EUR_HAB	DE94	2001	22800		
EUR_HAB	DE94	2002	22400		
EUR_HAB	DE94	2003	22500		
EUR_HAB	DE94	2004	23400		
EUR_HAB	DE94	2005	23600		
EUR_HAB	DE94	2006	24900		
EUR_HAB	DE94	2007	26200		
EUR_HAB	DE94	2008	27100		
EUR_HAB	DE94	2009	26200		
EUR_HAB	DE94	2010	27900		
EUR_HAB	DE94	2011	29400		
EUR_HAB	DE94	2012	30200		
EUR_HAB	DE94	2013	30600		
EUR_HAB	DE94	2014	31700		
EUR_HAB	DE94	2015	32300		e
EUR_HAB	DE94	2016	33400		e
EUR_HAB	DE94	2017	34700		e
EUR_HAB	DE94	2018	35300		e
EUR_HAB	DE94	2019	36500		e
MIO_PPS_EU27_2020	DE94	2000	47200.5	1	
MIO_PPS_EU27_2020	DE94	2001	48863.59	2	
MIO_PPS_EU27_2020	DE94	2002	48784.23	2	
MIO_PPS_EU27_2020	DE94	2003	50174.11	2	
MIO_PPS_EU27_2020	DE94	2004	53318.02	2	
MIO_PPS_EU27_2020	DE94	2005	54049.11	2	
MIO_PPS_EU27_2020	DE94	2006	57084.84	2	
MIO_PPS_EU27_2020	DE94	2007	60290.18	2	
MIO_PPS_EU27_2020	DE94	2008	62538.65	2	
MIO_PPS_EU27_2020	DE94	2009	59412.33	2	
MIO_PPS_EU27_2020	DE94	2010	63898.29	2	
MIO_PPS_EU27_2020	DE94	2011	67797.01	2	
MIO_PPS_EU27_2020	DE94	2012	69112.47	2	
MIO_PPS_EU27_2020	DE94	2013	69669.9	1	
MIO_PPS_EU27_2020	DE94	2014	72530.38	2	
MIO_PPS_EU27_2020	DE94	2015	73980.12	2	e
MIO_PPS_EU27_2020	DE94	2016	77149.46	2	e
MIO_PPS_EU27_2020	DE94	2017	80283.67	2	e
MIO_PPS_EU27_2020	DE94	2018	81930.96	2	e
